,average,ndays,1 year ago,10 years ago,increase since 1800
1994-06-12,361.03,6.0,359.94,347.52,78.55
1994-06-18,361.0,,,,
1994-06-19,360.95,5.0,359.27,347.06,78.81
1994-06-25,360.36,,,,
1994-06-26,360.16,7.0,359.06,346.59,78.41
1994-07-02,359.98,,,,
1994-07-03,360.09,7.0,357.66,346.41,78.78
1994-07-09,359.85,,,,
1994-07-10,359.77,7.0,358.45,346.34,78.94
1994-07-16,359.36,,,,
1994-07-17,359.34,7.0,357.25,345.61,79.02
1994-07-23,359.05,,,,
1994-07-24,358.96,7.0,356.72,345.03,79.16
1994-07-30,358.73,,,,
1994-07-31,358.6,7.0,356.36,344.81,79.34
1994-08-06,357.99,,,,
1994-08-07,358.0,4.0,356.06,344.65,79.28
1994-08-13,357.89,,,,
1994-08-14,357.82,6.0,355.49,344.33,79.62
1994-08-20,357.12,,,,
1994-08-21,356.99,5.0,355.07,342.9,79.28
1994-08-27,356.41,,,,
1994-08-28,356.32,6.0,354.98,342.31,79.04
1994-09-03,356.51,,,,
1994-09-04,356.61,5.0,354.29,341.0,79.71
1994-09-10,355.6,,,,
1994-09-11,355.39,6.0,353.95,342.14,78.78
1994-09-17,355.81,,,,
1994-09-18,355.81,5.0,354.02,341.88,79.39
1994-09-24,355.41,,,,
1994-09-25,355.48,6.0,354.32,341.39,79.16
1994-10-01,355.81,,,,
1994-10-02,355.83,7.0,354.19,341.63,79.52
1994-10-08,355.98,,,,
1994-10-09,355.99,7.0,353.97,341.59,79.58
1994-10-15,356.12,,,,
1994-10-16,356.27,7.0,354.39,342.19,79.67
1994-10-22,356.75,,,,
1994-10-23,356.69,6.0,354.55,342.19,79.84
1994-10-29,356.75,,,,
1994-10-30,356.81,5.0,354.6,342.33,79.66
1994-11-05,357.09,,,,
1994-11-06,357.1,5.0,355.1,343.09,79.6
1994-11-12,358.37,,,,
1994-11-13,358.27,7.0,355.63,343.28,80.42
1994-11-19,357.76,,,,
1994-11-20,357.77,7.0,356.07,343.83,79.57
1994-11-26,358.14,,,,
1994-11-27,358.19,7.0,356.19,343.24,79.65
1994-12-03,358.63,,,,
1994-12-04,358.86,7.0,356.61,344.24,80.02
1994-12-10,359.5,,,,
1994-12-11,359.5,7.0,356.61,344.85,80.37
1994-12-17,359.08,,,,
1994-12-18,358.94,6.0,357.55,345.09,79.57
1994-12-24,359.3,,,,
1994-12-25,359.47,5.0,357.62,345.83,79.87
1994-12-31,359.85,,,,
1995-01-01,359.82,7.0,358.15,345.54,80.0
1995-01-07,359.58,,,,
1995-01-08,359.66,6.0,358.24,345.65,79.67
1995-01-14,360.47,,,,
1995-01-15,360.49,7.0,358.5,345.42,80.34
1995-01-21,360.15,,,,
1995-01-22,360.15,7.0,358.36,345.3,79.84
1995-01-28,360.24,,,,
1995-01-29,360.27,7.0,358.47,345.95,79.82
1995-02-04,360.58,,,,
1995-02-05,360.88,7.0,358.96,345.88,80.27
1995-02-11,361.35,,,,
1995-02-12,361.18,7.0,358.7,346.24,80.41
1995-02-18,361.02,,,,
1995-02-19,361.16,7.0,359.55,346.8,80.21
1995-02-25,361.76,,,,
1995-02-26,361.82,7.0,359.09,346.95,80.67
1995-03-03,362.04,,,,
1995-03-05,361.92,7.0,358.98,347.6,80.56
1995-03-10,361.32,,,,
1995-03-12,361.25,7.0,360.79,347.93,79.65
1995-03-17,361.71,,,,
1995-03-19,361.91,6.0,360.67,348.1,80.06
1995-03-24,362.75,,,,
1995-03-26,362.99,6.0,360.98,348.32,80.89
1995-03-31,363.89,,,,
1995-04-02,363.9,7.0,361.08,348.55,81.55
1995-04-07,362.98,,,,
1995-04-09,362.96,7.0,361.21,348.15,80.37
1995-04-14,363.33,,,,
1995-04-16,363.16,7.0,361.38,348.41,80.37
1995-04-21,363.41,,,,
1995-04-23,363.63,7.0,361.72,349.13,80.67
1995-04-28,363.34,,,,
1995-04-30,362.96,5.0,362.3,349.38,79.88
1995-05-05,363.6,,,,
1995-05-07,364.0,6.0,361.54,349.29,80.86
1995-05-12,364.59,,,,
1995-05-14,364.55,7.0,361.78,349.43,81.42
1995-05-19,363.96,,,,
1995-05-21,363.82,7.0,361.59,348.94,80.75
1995-05-26,363.72,,,,
1995-05-28,363.83,6.0,361.71,349.17,80.89
1995-06-02,363.95,,,,
1995-06-04,363.93,7.0,361.01,349.09,81.18
1995-06-09,363.3,,,,
1995-06-11,363.19,7.0,361.02,349.0,80.69
1995-06-16,363.04,,,,
1995-06-18,363.05,6.0,361.0,348.34,80.86
1995-06-23,362.56,,,,
1995-06-25,362.57,6.0,360.36,348.13,80.75
1995-06-30,362.56,,,,
1995-07-02,362.44,4.0,359.98,347.42,81.02
1995-07-07,362.25,,,,
1995-07-09,362.24,7.0,359.85,347.32,81.26
1995-07-14,361.78,,,,
1995-07-16,361.57,7.0,359.36,346.98,81.08
1995-07-21,361.19,,,,
1995-07-23,361.12,7.0,359.05,346.54,81.15
1995-07-28,360.2,,,,
1995-07-30,360.28,6.0,358.73,345.7,80.83
1995-08-04,360.0,,,,
1995-08-06,359.9,6.0,357.99,345.51,80.99
1995-08-11,359.15,,,,
1995-08-13,358.89,4.0,357.89,344.35,80.51
1995-08-18,358.53,,,,
1995-08-20,358.79,6.0,357.12,344.79,80.91
1995-08-25,358.7,,,,
1995-08-27,358.26,6.0,356.41,344.72,80.84
1995-09-01,358.07,,,,
1995-09-03,358.46,4.0,356.51,344.47,81.43
1995-09-08,358.65,,,,
1995-09-10,358.72,6.0,355.6,343.8,82.01
1995-09-15,358.95,,,,
1995-09-17,358.91,5.0,355.81,343.34,82.42
1995-09-22,357.87,,,,
1995-09-24,357.76,7.0,355.41,342.42,81.38
1995-09-29,357.99,,,,
1995-10-01,357.95,6.0,355.81,342.61,81.6
1995-10-06,357.91,,,,
1995-10-08,357.87,7.0,355.98,343.04,81.44
1995-10-13,358.0,,,,
1995-10-15,358.14,7.0,356.12,343.24,81.54
1995-10-20,358.36,,,,
1995-10-22,358.37,7.0,356.75,343.77,81.53
1995-10-27,358.87,,,,
1995-10-29,358.99,6.0,356.75,344.0,81.86
1995-11-03,359.2,,,,
1995-11-05,359.23,5.0,357.09,344.0,81.77
1995-11-10,359.66,,,,
1995-11-12,359.71,5.0,358.37,344.59,81.9
1995-11-17,359.93,,,,
1995-11-19,359.94,7.0,357.76,345.17,81.78
1995-11-24,359.92,,,,
1995-11-26,359.97,6.0,358.14,345.58,81.47
1995-12-01,360.3,,,,
1995-12-03,360.36,7.0,358.63,345.64,81.54
1995-12-08,360.51,,,,
1995-12-10,360.69,7.0,359.5,346.23,81.59
1995-12-15,360.9,,,,
1995-12-17,360.77,7.0,359.08,345.87,81.41
1995-12-22,361.39,,,,
1995-12-24,361.54,7.0,359.3,346.39,81.95
1995-12-29,362.01,,,,
1995-12-31,361.98,7.0,359.85,347.07,82.13
1996-01-05,362.23,,,,
1996-01-07,362.33,7.0,359.58,346.76,82.28
1996-01-12,362.1,,,,
1996-01-14,362.04,7.0,360.47,346.69,81.81
1996-01-19,362.26,,,,
1996-01-21,362.33,5.0,360.15,346.99,81.95
1996-01-26,362.52,,,,
1996-01-28,362.54,7.0,360.24,346.7,82.02
1996-02-02,362.96,,,,
1996-02-04,363.04,6.0,360.58,347.26,82.38
1996-02-09,363.12,,,,
1996-02-11,363.15,7.0,361.35,347.52,82.35
1996-02-16,363.51,,,,
1996-02-18,363.69,7.0,361.02,347.64,82.73
1996-02-23,363.98,,,,
1996-02-25,364.06,7.0,361.76,347.68,82.9
1996-03-02,364.31,,,,
1996-03-03,364.1,7.0,362.04,347.21,82.74
1996-03-09,363.58,,,,
1996-03-10,363.82,7.0,361.32,,82.22
1996-03-16,364.56,,,,
1996-03-17,364.58,5.0,361.71,348.58,82.72
1996-03-23,364.61,,,,
1996-03-24,364.61,7.0,362.75,349.3,82.49
1996-03-30,364.52,,,,
1996-03-31,364.38,5.0,363.89,349.31,82.0
1996-04-06,364.71,,,,
1996-04-07,364.73,7.0,362.98,349.67,82.12
1996-04-13,364.83,,,,
1996-04-14,364.83,7.0,363.33,349.77,82.02
1996-04-20,364.62,,,,
1996-04-21,364.65,7.0,363.41,350.26,81.69
1996-04-27,365.16,,,,
1996-04-28,365.15,7.0,363.34,350.77,82.1
1996-05-04,364.69,,,,
1996-05-05,364.82,7.0,363.6,350.49,81.75
1996-05-11,365.63,,,,
1996-05-12,365.6,6.0,364.59,350.71,82.56
1996-05-18,365.46,,,,
1996-05-19,365.4,7.0,363.96,350.62,82.45
1996-05-25,365.27,,,,
1996-05-26,365.17,7.0,363.72,350.23,82.36
1996-06-01,365.05,,,,
1996-06-02,365.1,7.0,363.95,350.35,82.47
1996-06-08,365.44,,,,
1996-06-09,365.42,7.0,363.3,350.2,83.01
1996-06-15,365.24,,,,
1996-06-16,365.21,7.0,363.04,349.94,83.06
1996-06-22,364.64,,,,
1996-06-23,364.64,7.0,362.56,349.6,82.8
1996-06-29,364.58,,,,
1996-06-30,364.56,7.0,362.56,349.09,83.06
1996-07-06,364.01,,,,
1996-07-07,363.95,7.0,362.25,348.44,82.86
1996-07-13,363.69,,,,
1996-07-14,363.64,7.0,361.78,347.87,83.0
1996-07-20,363.38,,,,
1996-07-21,363.26,7.0,361.19,347.95,83.11
1996-07-27,362.51,,,,
1996-07-28,362.25,7.0,360.2,347.82,82.64
1996-08-03,361.99,,,,
1996-08-04,362.16,7.0,360.0,346.69,83.1
1996-08-10,362.02,,,,
1996-08-11,361.92,5.0,359.15,346.2,83.43
1996-08-17,361.24,,,,
1996-08-18,361.15,7.0,358.53,345.79,83.2
1996-08-24,360.99,,,,
1996-08-25,361.0,6.0,358.7,345.74,83.56
1996-08-31,360.65,,,,
1996-09-01,360.23,6.0,358.07,345.33,83.21
1996-09-07,360.09,,,,
1996-09-08,360.08,7.0,358.65,345.94,83.4
1996-09-14,359.05,,,,
1996-09-15,359.15,6.0,358.95,345.87,82.7
1996-09-21,359.36,,,,
1996-09-22,359.37,6.0,357.87,344.89,83.04
1996-09-28,359.52,,,,
1996-09-29,359.43,3.0,357.99,344.91,83.12
1996-10-05,359.55,,,,
1996-10-06,359.58,7.0,357.91,344.5,83.19
1996-10-12,359.83,,,,
1996-10-13,359.9,7.0,358.0,344.66,83.33
1996-10-19,359.69,,,,
1996-10-20,359.66,7.0,358.36,344.85,82.86
1996-10-26,360.06,,,,
1996-10-27,360.13,7.0,358.87,345.59,83.04
1996-11-02,360.33,,,,
1996-11-03,360.42,6.0,359.2,345.81,83.01
1996-11-09,360.96,,,,
1996-11-10,361.0,7.0,359.66,346.21,83.27
1996-11-16,361.49,,,,
1996-11-17,361.52,7.0,359.93,346.26,83.45
1996-11-23,361.34,,,,
1996-11-24,361.4,7.0,359.92,346.7,82.99
1996-11-30,361.76,,,,
1996-12-01,361.78,5.0,360.3,347.46,83.06
1996-12-07,362.4,,,,
1996-12-08,362.38,7.0,360.51,347.25,83.36
1996-12-14,362.59,,,,
1996-12-15,362.63,7.0,360.9,347.42,83.33
1996-12-21,362.46,,,,
1996-12-22,362.47,7.0,361.39,347.51,82.91
1996-12-28,362.88,,,,
1996-12-29,362.92,7.0,362.01,347.89,83.1
1997-01-04,363.07,,,,
1997-01-05,363.11,7.0,362.23,348.59,83.11
1997-01-11,363.01,,,,
1997-01-12,363.12,7.0,362.1,348.93,82.95
1997-01-18,363.73,,,,
1997-01-19,363.65,7.0,362.26,348.8,83.34
1997-01-25,363.29,,,,
1997-01-26,363.34,7.0,362.52,348.82,82.89
1997-02-01,363.59,,,,
1997-02-02,363.69,7.0,362.96,348.62,83.11
1997-02-08,364.43,,,,
1997-02-09,364.43,7.0,363.12,348.5,83.72
1997-02-15,363.78,,,,
1997-02-16,363.78,7.0,363.51,349.13,82.92
1997-02-22,365.03,,,,
1997-02-23,364.96,7.0,363.98,349.78,83.91
1997-03-01,363.98,,,,
1997-03-02,364.01,7.0,364.31,349.21,82.75
1997-03-08,364.29,,,,
1997-03-09,364.3,7.0,363.58,349.41,82.8
1997-03-15,364.67,,,,
1997-03-16,364.77,7.0,364.56,350.11,83.01
1997-03-22,365.2,,,,
1997-03-23,365.33,7.0,364.61,350.54,83.3
1997-03-29,365.84,,,,
1997-03-30,365.88,6.0,364.52,351.29,83.58
1997-04-05,366.12,,,,
1997-04-06,366.1,3.0,364.71,350.82,83.57
1997-04-12,366.31,,,,
1997-04-13,366.63,7.0,364.83,351.32,83.91
1997-04-19,367.35,,,,
1997-04-20,366.84,3.0,364.62,351.72,83.97
1997-04-26,366.8,,,,
1997-04-27,366.75,7.0,365.16,351.74,83.79
1997-05-03,366.6,,,,
1997-05-04,366.6,7.0,364.69,352.45,83.62
1997-05-10,366.81,,,,
1997-05-11,366.96,7.0,365.63,352.11,84.02
1997-05-17,367.22,,,,
1997-05-18,367.15,7.0,365.46,352.2,84.29
1997-05-24,366.42,,,,
1997-05-25,366.36,5.0,365.27,352.25,83.63
1997-05-31,366.22,,,,
1997-06-01,366.21,5.0,365.05,352.13,83.64
1997-06-07,366.0,,,,
1997-06-08,365.89,6.0,365.44,351.69,83.53
1997-06-14,365.51,,,,
1997-06-15,365.5,7.0,365.24,351.37,83.36
1997-06-21,365.42,,,,
1997-06-22,365.36,7.0,364.64,351.36,83.5
1997-06-28,365.36,,,,
1997-06-29,365.25,7.0,364.58,350.46,83.7
1997-07-05,364.84,,,,
1997-07-06,364.93,4.0,364.01,350.83,83.74
1997-07-12,364.71,,,,
1997-07-13,364.62,6.0,363.69,349.66,83.85
1997-07-19,363.8,,,,
1997-07-20,363.76,6.0,363.38,350.19,83.47
1997-07-26,363.89,,,,
1997-07-27,363.73,5.0,362.51,349.78,83.96
1997-08-02,363.32,,,,
1997-08-03,363.33,6.0,361.99,347.1,84.13
1997-08-09,362.95,,,,
1997-08-10,362.78,6.0,362.02,348.86,84.15
1997-08-16,361.63,,,,
1997-08-17,361.33,4.0,361.24,348.15,83.25
1997-08-23,361.7,,,,
1997-08-24,361.69,7.0,360.99,347.43,84.13
1997-08-30,361.65,,,,
1997-08-31,361.59,5.0,360.65,347.06,84.47
1997-09-06,360.29,,,,
1997-09-07,360.23,7.0,360.09,346.67,83.46
1997-09-13,360.58,,,,
1997-09-14,360.48,7.0,359.05,346.9,83.95
1997-09-20,360.02,,,,
1997-09-21,360.03,5.0,359.36,345.89,83.63
1997-09-27,360.03,,,,
1997-09-28,360.14,5.0,359.52,346.33,83.77
1997-10-04,360.65,,,,
1997-10-05,360.68,5.0,359.55,346.69,84.23
1997-10-11,360.68,,,,
1997-10-12,360.87,7.0,359.83,346.65,84.25
1997-10-18,361.27,,,,
1997-10-19,361.17,7.0,359.69,347.29,84.32
1997-10-25,361.42,,,,
1997-10-26,361.45,6.0,360.06,346.97,84.31
1997-11-01,362.04,,,,
1997-11-02,362.21,7.0,360.33,347.63,84.76
1997-11-08,362.35,,,,
1997-11-09,362.29,7.0,360.96,347.56,84.52
1997-11-15,362.55,,,,
1997-11-16,362.68,7.0,361.49,348.31,84.58
1997-11-22,363.26,,,,
1997-11-23,363.42,7.0,361.34,348.81,85.0
1997-11-29,364.16,,,,
1997-11-30,364.11,7.0,361.76,348.86,85.37
1997-12-06,364.1,,,,
1997-12-07,364.19,7.0,362.4,348.96,85.16
1997-12-13,364.49,,,,
1997-12-14,364.45,6.0,362.59,349.4,85.14
1997-12-20,364.75,,,,
1997-12-21,364.87,7.0,362.46,349.58,85.31
1997-12-27,365.17,,,,
1997-12-28,365.15,7.0,362.88,349.88,85.36
1998-01-03,365.41,,,,
1998-01-04,365.43,7.0,363.07,350.34,85.45
1998-01-10,365.37,,,,
1998-01-11,365.43,7.0,363.01,350.37,85.27
1998-01-17,365.25,,,,
1998-01-18,365.22,6.0,363.73,350.78,84.91
1998-01-24,365.54,,,,
1998-01-25,365.5,7.0,363.29,350.74,85.04
1998-01-31,365.98,,,,
1998-02-01,366.09,7.0,363.59,351.79,85.49
1998-02-07,365.79,,,,
1998-02-08,365.74,7.0,364.43,351.22,85.01
1998-02-14,365.65,,,,
1998-02-15,365.8,7.0,363.78,351.36,84.91
1998-02-21,366.78,,,,
1998-02-22,366.79,7.0,365.03,352.38,85.73
1998-02-28,367.34,,,,
1998-03-01,367.24,7.0,363.98,353.18,85.98
1998-03-07,366.63,,,,
1998-03-08,366.79,7.0,364.29,352.2,85.31
1998-03-14,367.06,,,,
1998-03-15,366.96,7.0,364.67,352.09,85.24
1998-03-21,367.68,,,,
1998-03-22,367.9,7.0,365.2,352.06,85.94
1998-03-28,368.64,,,,
1998-03-29,368.95,7.0,365.84,353.2,86.74
1998-04-04,368.58,,,,
1998-04-05,368.47,7.0,366.12,353.36,86.04
1998-04-11,368.81,,,,
1998-04-12,368.61,6.0,366.31,353.31,85.98
1998-04-18,368.35,,,,
1998-04-19,368.48,7.0,367.35,353.78,85.7
1998-04-25,369.57,,,,
1998-04-26,369.69,7.0,366.8,354.63,86.8
1998-05-02,369.99,,,,
1998-05-03,369.86,7.0,366.6,353.95,86.93
1998-05-09,368.37,,,,
1998-05-10,368.45,7.0,366.81,354.43,85.52
1998-05-16,369.63,,,,
1998-05-17,369.72,6.0,367.22,354.39,86.85
1998-05-23,370.05,,,,
1998-05-24,370.08,7.0,366.42,354.75,87.32
1998-05-30,369.8,,,,
1998-05-31,369.74,6.0,366.22,353.95,87.13
1998-06-06,369.29,,,,
1998-06-07,369.27,7.0,366.0,354.39,86.85
1998-06-13,369.08,,,,
1998-06-14,368.94,6.0,365.51,353.86,86.76
1998-06-20,368.91,,,,
1998-06-21,368.91,7.0,365.42,353.43,87.0
1998-06-27,368.38,,,,
1998-06-28,368.34,6.0,365.36,353.44,86.76
1998-07-04,368.36,,,,
1998-07-05,368.58,5.0,364.84,352.88,87.37
1998-07-11,368.21,,,,
1998-07-12,367.89,5.0,364.71,353.11,87.11
1998-07-18,368.13,,,,
1998-07-19,368.06,6.0,363.8,352.97,87.75
1998-07-25,367.26,,,,
1998-07-26,367.25,5.0,363.89,351.98,87.46
1998-08-01,367.15,,,,
1998-08-02,367.05,7.0,363.32,350.84,87.81
1998-08-08,366.42,,,,
1998-08-09,366.38,7.0,362.95,350.86,87.69
1998-08-15,365.77,,,,
1998-08-16,365.69,7.0,361.63,350.39,87.54
1998-08-22,365.61,,,,
1998-08-23,365.49,7.0,361.7,349.92,87.84
1998-08-29,364.88,,,,
1998-08-30,364.89,6.0,361.65,349.73,87.68
1998-09-05,364.7,,,,
1998-09-06,364.45,7.0,360.29,348.83,87.61
1998-09-12,363.73,,,,
1998-09-13,363.79,6.0,360.58,349.23,87.19
1998-09-19,363.6,,,,
1998-09-20,363.65,7.0,360.02,348.65,87.21
1998-09-26,364.04,,,,
1998-09-27,364.19,6.0,360.03,349.04,87.79
1998-10-03,364.26,,,,
1998-10-04,364.24,7.0,360.65,349.12,87.77
1998-10-10,364.43,,,,
1998-10-11,364.44,7.0,360.68,349.02,87.82
1998-10-17,364.65,,,,
1998-10-18,364.67,6.0,361.27,349.65,87.83
1998-10-24,364.94,,,,
1998-10-25,364.94,7.0,361.42,349.69,87.82
1998-10-31,365.02,,,,
1998-11-01,365.08,7.0,362.04,350.04,87.66
1998-11-07,365.49,,,,
1998-11-08,365.54,5.0,362.35,350.18,87.78
1998-11-14,366.0,,,,
1998-11-15,366.1,3.0,362.55,350.37,88.02
1998-11-21,366.0,,,,
1998-11-22,365.97,6.0,363.26,350.84,87.56
1998-11-28,366.65,,,,
1998-11-29,366.74,5.0,364.16,350.83,88.02
1998-12-05,366.97,,,,
1998-12-06,366.97,5.0,364.1,351.12,87.96
1998-12-12,367.2,,,,
1998-12-13,367.32,6.0,364.49,351.85,88.03
1998-12-19,367.48,,,,
1998-12-20,367.44,7.0,364.75,351.64,87.91
1998-12-26,367.71,,,,
1998-12-27,367.79,7.0,365.17,352.41,88.03
1999-01-02,367.99,,,,
1999-01-03,367.97,7.0,365.41,352.82,87.97
1999-01-09,368.23,,,,
1999-01-10,368.27,7.0,365.37,353.28,88.11
1999-01-16,367.97,,,,
1999-01-17,367.97,5.0,365.25,353.09,87.67
1999-01-23,369.1,,,,
1999-01-24,369.26,6.0,365.54,352.93,88.82
1999-01-30,369.55,,,,
1999-01-31,369.43,5.0,365.98,353.42,88.86
1999-02-06,369.19,,,,
1999-02-07,369.27,7.0,365.79,353.1,88.57
1999-02-13,369.03,,,,
1999-02-14,368.79,4.0,365.65,353.4,87.93
1999-02-20,369.14,,,,
1999-02-21,369.24,6.0,366.78,353.94,88.23
1999-02-27,368.19,,,,
1999-02-28,368.19,4.0,367.34,353.67,86.99
1999-03-05,369.06,,,,
1999-03-07,369.39,7.0,366.63,353.92,87.98
1999-03-12,370.36,,,,
1999-03-14,370.34,5.0,367.06,353.69,88.7
1999-03-19,370.48,,,,
1999-03-21,370.73,5.0,367.68,354.47,88.86
1999-03-26,370.9,,,,
1999-03-28,370.83,7.0,368.64,354.81,88.72
1999-04-02,371.69,,,,
1999-04-04,371.89,6.0,368.58,354.94,89.57
1999-04-09,371.75,,,,
1999-04-11,371.67,7.0,368.81,355.52,89.15
1999-04-16,370.6,,,,
1999-04-18,370.45,7.0,368.35,356.27,87.77
1999-04-23,370.77,,,,
1999-04-25,370.77,6.0,369.57,356.4,87.97
1999-04-30,371.67,,,,
1999-05-02,371.69,6.0,369.99,355.66,88.83
1999-05-07,371.32,,,,
1999-05-09,371.24,7.0,368.37,355.84,88.37
1999-05-14,370.87,,,,
1999-05-16,370.74,5.0,369.63,356.14,87.92
1999-05-21,370.88,,,,
1999-05-23,370.88,6.0,370.05,356.11,88.15
1999-05-28,370.86,,,,
1999-05-30,370.88,7.0,369.8,356.17,88.28
1999-06-04,370.65,,,,
1999-06-06,370.55,6.0,369.29,355.51,88.13
1999-06-11,370.55,,,,
1999-06-13,370.58,7.0,369.08,355.41,88.38
1999-06-18,370.07,,,,
1999-06-20,370.05,5.0,368.91,355.13,88.11
1999-06-25,369.99,,,,
1999-06-27,369.94,4.0,368.38,354.92,88.31
1999-07-02,370.12,,,,
1999-07-04,370.21,6.0,368.36,354.96,88.95
1999-07-09,370.45,,,,
1999-07-11,370.29,7.0,368.21,354.28,89.43
1999-07-16,369.33,,,,
1999-07-18,369.25,7.0,368.13,353.56,88.85
1999-07-23,368.51,,,,
1999-07-25,368.43,6.0,367.26,353.38,88.54
1999-07-30,367.72,,,,
1999-08-01,367.85,5.0,367.15,353.09,88.5
1999-08-06,367.71,,,,
1999-08-08,367.51,6.0,366.42,352.53,88.71
1999-08-13,366.82,,,,
1999-08-15,366.75,7.0,365.77,351.82,88.5
1999-08-20,366.45,,,,
1999-08-22,366.42,5.0,365.61,350.76,88.68
1999-08-27,365.67,,,,
1999-08-29,365.32,6.0,364.88,350.91,88.04
1999-09-03,364.27,,,,
1999-09-05,364.48,6.0,364.7,350.72,87.57
1999-09-10,365.16,,,,
1999-09-12,365.31,6.0,363.73,349.52,88.68
1999-09-17,365.33,,,,
1999-09-19,365.2,7.0,363.6,349.62,88.74
1999-09-24,364.8,,,,
1999-09-26,364.82,7.0,364.04,350.17,88.42
1999-10-01,365.22,,,,
1999-10-03,365.3,7.0,364.26,350.41,88.85
1999-10-08,365.4,,,,
1999-10-10,365.34,7.0,364.43,350.02,88.75
1999-10-15,365.61,,,,
1999-10-17,365.75,7.0,364.65,350.39,88.94
1999-10-22,365.81,,,,
1999-10-24,365.8,7.0,364.94,350.76,88.71
1999-10-29,366.1,,,,
1999-10-31,366.13,7.0,365.02,350.63,88.72
1999-11-05,366.72,,,,
1999-11-07,366.8,7.0,365.49,351.39,89.05
1999-11-12,366.89,,,,
1999-11-14,366.91,5.0,366.0,351.79,88.81
1999-11-19,367.22,,,,
1999-11-21,367.24,7.0,366.0,351.84,88.8
1999-11-26,367.57,,,,
1999-11-28,367.6,5.0,366.65,352.2,88.84
1999-12-03,367.93,,,,
1999-12-05,368.03,7.0,366.97,352.5,88.98
1999-12-10,368.06,,,,
1999-12-12,368.05,6.0,367.2,353.19,88.72
1999-12-17,368.43,,,,
1999-12-19,368.43,6.0,367.48,352.85,88.86
1999-12-24,368.88,,,,
1999-12-26,368.89,6.0,367.71,353.03,89.11
1999-12-31,368.87,,,,
2000-01-02,368.89,7.0,367.99,353.64,88.9
2000-01-07,369.05,,,,
2000-01-09,369.03,7.0,368.23,353.63,88.88
2000-01-14,369.74,,,,
2000-01-16,370.19,4.0,367.97,354.06,89.91
2000-01-21,370.42,,,,
2000-01-23,370.24,5.0,369.1,353.88,89.85
2000-01-28,369.54,,,,
2000-01-30,369.41,5.0,369.55,354.42,88.91
2000-02-04,369.51,,,,
2000-02-06,369.77,3.0,369.19,355.15,89.15
2000-02-11,369.93,,,,
2000-02-13,370.14,4.0,369.03,355.21,89.4
2000-02-18,369.67,,,,
2000-02-20,369.52,6.0,369.14,355.25,88.63
2000-02-25,370.15,,,,
2000-02-27,370.27,7.0,368.19,355.39,89.21
2000-03-04,370.24,,,,
2000-03-05,370.24,7.0,369.06,355.47,88.97
2000-03-11,370.71,,,,
2000-03-12,370.8,7.0,370.36,355.91,89.31
2000-03-18,371.21,,,,
2000-03-19,371.05,6.0,370.48,355.43,89.3
2000-03-25,371.07,,,,
2000-03-26,371.29,7.0,370.9,356.24,89.28
2000-04-01,371.28,,,,
2000-04-02,371.23,7.0,371.69,356.39,88.97
2000-04-08,371.91,,,,
2000-04-09,372.17,6.0,371.75,356.13,89.69
2000-04-15,372.71,,,,
2000-04-16,372.5,6.0,370.6,356.32,89.82
2000-04-22,372.07,,,,
2000-04-23,372.08,6.0,370.77,356.71,89.26
2000-04-29,371.06,,,,
2000-04-30,371.07,7.0,371.67,357.31,88.16
2000-05-06,371.96,,,,
2000-05-07,372.04,6.0,371.32,357.59,89.11
2000-05-13,371.59,,,,
2000-05-14,371.67,7.0,370.87,357.24,88.77
2000-05-20,372.3,,,,
2000-05-21,372.24,7.0,370.88,357.33,89.42
2000-05-27,371.98,,,,
2000-05-28,372.04,5.0,370.86,357.38,89.35
2000-06-03,372.06,,,,
2000-06-04,372.08,6.0,370.65,356.87,89.57
2000-06-10,371.85,,,,
2000-06-11,371.83,7.0,370.55,356.22,89.54
2000-06-17,371.99,,,,
2000-06-18,371.95,6.0,370.07,356.1,89.93
2000-06-24,371.49,,,,
2000-06-25,371.41,7.0,369.99,355.97,89.69
2000-07-01,370.49,,,,
2000-07-02,370.38,6.0,370.12,356.01,89.03
2000-07-08,370.37,,,,
2000-07-09,370.31,7.0,370.45,354.84,89.37
2000-07-15,370.15,,,,
2000-07-16,370.1,5.0,369.33,354.38,89.62
2000-07-22,369.58,,,,
2000-07-23,369.35,4.0,368.51,354.34,89.37
2000-07-29,369.15,,,,
2000-07-30,369.08,7.0,367.72,353.83,89.64
2000-08-05,368.68,,,,
2000-08-06,368.62,7.0,367.71,353.17,89.74
2000-08-12,368.37,,,,
2000-08-13,368.4,7.0,366.82,353.48,90.06
2000-08-19,367.87,,,,
2000-08-20,367.68,5.0,366.45,352.85,89.86
2000-08-26,367.63,,,,
2000-08-27,367.7,5.0,365.67,351.54,90.35
2000-09-02,367.41,,,,
2000-09-03,367.32,6.0,364.27,351.16,90.35
2000-09-09,367.33,,,,
2000-09-10,367.33,6.0,365.16,351.06,90.65
2000-09-16,366.89,,,,
2000-09-17,366.86,7.0,365.33,351.66,90.36
2000-09-23,366.87,,,,
2000-09-24,366.86,5.0,364.8,351.5,90.42
2000-09-30,366.83,,,,
2000-10-01,366.78,7.0,365.22,351.38,90.31
2000-10-07,366.78,,,,
2000-10-08,366.88,7.0,365.4,351.57,90.28
2000-10-14,367.17,,,,
2000-10-15,367.13,6.0,365.61,351.62,90.33
2000-10-21,367.51,,,,
2000-10-22,367.62,7.0,365.81,351.86,90.55
